ING; №   Накл.;Дата продажи; №  п/п;Артикул+Название;Кол-во;Фирма;Витр;Work;Метка;Учет;Ost_Old;Ost_New;Baza_Old;;;Baza_new;;
4213;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4029;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4030;16533;25.03.2019;;;30;D+Z;;;бн;;;;;;;;;
4003;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4085;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4086;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4147;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4151;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4152;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4032;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4033;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4034;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4111;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4112;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4113;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4071;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4077;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4120;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4042;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4043;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4044;16533;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4209;16533;25.03.2019;;;70;D+Z;;;бн;;;;;;;;;
2430;16534;25.03.2019;;;2;D+Z;;;бн;;;;;;;;;
2344;16534;25.03.2019;;;60;D+Z;;;бн;;;;;;;;;
2111;16534;25.03.2019;;;1;D+Z;;;бн;;;;;;;;;
2109;16534;25.03.2019;;;1;D+Z;;;бн;;;;;;;;;
4225;16535;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4831;16535;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4046;16535;25.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4180;16535;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4181;16535;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4023;16535;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4000;16535;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4090;16535;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4004;16535;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4806;16535;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4005;16535;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4139;16535;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4140;16535;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4852;16535;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4061;16535;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4120;16535;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4222;16535;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4042;16535;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4043;16535;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4044;16535;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4014;16535;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4217;16535;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4830;16535;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4823;16536;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4842;16536;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4182;16536;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4023;16536;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4002;16536;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4028;16536;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4180;16537;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4835;16537;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4822;16537;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4026;16537;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4062;16537;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4054;16538;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4023;16538;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4002;16538;25.03.2019;;;30;D+Z;;;бн;;;;;;;;;
4091;16538;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4050;16538;25.03.2019;;;30;D+Z;;;бн;;;;;;;;;
4034;16538;25.03.2019;;;30;D+Z;;;бн;;;;;;;;;
4051;16538;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4052;16538;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4081;16538;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4825;16538;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4010;16538;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4842;16539;09.04.2019;;;25;D+Z;;;бн;;;;;;;;;
4180;16539;09.04.2019;;;25;D+Z;;;бн;;;;;;;;;
4023;16539;09.04.2019;;;50;D+Z;;;бн;;;;;;;;;
4002;16539;09.04.2019;;;50;D+Z;;;бн;;;;;;;;;
4096;16539;09.04.2019;;;25;D+Z;;;бн;;;;;;;;;
4034;16539;09.04.2019;;;15;D+Z;;;бн;;;;;;;;;
4112;16539;09.04.2019;;;25;D+Z;;;бн;;;;;;;;;
4062;16539;09.04.2019;;;25;D+Z;;;бн;;;;;;;;;
4014;16539;09.04.2019;;;30;D+Z;;;бн;;;;;;;;;
4209;16539;09.04.2019;;;300;D+Z;;;бн;;;;;;;;;
1676;16540;25.03.2019;;;1;D+Z;;;бн;;;;;;;;;
4025;16540;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4128;16540;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4137;16540;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4157;16540;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4143;16540;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4862;16540;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4180;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4181;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
5163;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4182;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4183;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4185;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4835;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4186;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4000;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4002;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4833;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4844;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4005;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4856;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4032;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4114;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4017;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4224;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4857;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4040;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4840;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4841;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4011;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4826;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4014;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4216;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4045;16541;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4209;16541;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4170;16542;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4180;16542;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4846;16542;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4058;16542;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4073;16542;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4010;16542;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4011;16542;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4054;16543;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4055;16543;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
3099;16543;25.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4832;16543;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4823;16543;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4842;16543;25.03.2019;;;35;D+Z;;;бн;;;;;;;;;
4180;16543;25.03.2019;;;50;D+Z;;;бн;;;;;;;;;
4181;16543;25.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4182;16543;25.03.2019;;;40;D+Z;;;бн;;;;;;;;;
4183;16543;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4184;16543;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4022;16543;25.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4023;16543;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4000;16543;25.03.2019;;;50;D+Z;;;бн;;;;;;;;;
4002;16543;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4024;16543;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4833;16543;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4834;16543;25.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4093;16543;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4849;16543;25.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4006;16543;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4174;16543;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4133;16543;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4853;16543;25.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4856;16543;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4031;16543;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4140;16543;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4032;16543;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4061;16543;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4825;16543;25.03.2019;;;40;D+Z;;;бн;;;;;;;;;
4010;16543;25.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4062;16543;25.03.2019;;;70;D+Z;;;бн;;;;;;;;;
4064;16543;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4222;16543;25.03.2019;;;30;D+Z;;;бн;;;;;;;;;
4216;16543;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4217;16543;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4121;16543;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4083;16543;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4209;16543;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4183;16544;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4023;16544;25.03.2019;;;30;D+Z;;;бн;;;;;;;;;
4000;16544;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4002;16544;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4071;16544;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4060;16544;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4010;16544;25.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4045;16544;25.03.2019;;;20;D+Z;;;бн;;;;;;;;;
2220;16545;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2222;16545;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2222;16545;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1088;16545;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1089;16545;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1086;16545;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4181;16545;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4024;16545;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4093;16545;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4132;16545;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4005;16545;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4006;16545;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4105;16545;25.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2895;16545;25.03.2019;;;1;D+Z;;;бн;;;;;;;;;
398;16546;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4187;16547;26.03.2019;;;1;D+Z;;;бн;;;;;;;;;
4137;16550;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
945;16557;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
946;16557;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1364;16557;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
2529;16560;26.03.2019;;;1;D+Z;;;бн;;;;;;;;;
4013;16560;26.03.2019;;;1;D+Z;;;бн;;;;;;;;;
4827;16560;26.03.2019;;;2;D+Z;;;бн;;;;;;;;;
656;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
954;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
956;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2670;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1372;16560;26.03.2019;;;15;D+Z;;;бн;;;;;;;;;
2231;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2235;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1682;16560;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
1684;16560;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
2797;16560;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
2798;16560;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
2800;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2801;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2802;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2991;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2803;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
3012;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
3013;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2554;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2555;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1753;16560;26.03.2019;;;2;D+Z;;;бн;;;;;;;;;
2433;16560;26.03.2019;;;2;D+Z;;;бн;;;;;;;;;
4866;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4865;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4864;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2828;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2583;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2839;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2427;16560;26.03.2019;;;2;D+Z;;;бн;;;;;;;;;
2428;16560;26.03.2019;;;2;D+Z;;;бн;;;;;;;;;
2479;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1718;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1755;16560;26.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4939;16560;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4067;16560;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4054;16560;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4124;16560;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4084;16560;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4126;16560;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4842;16560;26.03.2019;;;70;D+Z;;;бн;;;;;;;;;
4023;16560;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4000;16560;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4002;16560;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4026;16560;26.03.2019;;;50;D+Z;;;бн;;;;;;;;;
4147;16560;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4118;16560;26.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4016;16560;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4117;16560;26.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4176;16560;26.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4177;16560;26.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4178;16560;26.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4075;16560;26.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4077;16560;26.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4063;16560;26.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4120;16560;26.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4222;16560;26.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4066;16560;26.03.2019;;;120;D+Z;;;бн;;;;;;;;;
4014;16560;26.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4217;16560;26.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4179;16560;26.03.2019;;;20;D+Z;;;бн;;;;;;;;;
2744;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1990;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1493;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1500;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2689;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2731;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2728;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
5157;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
5158;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
5159;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
5160;16560;26.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4180;16563;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4182;16563;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4183;16563;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4185;16563;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4087;16563;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4111;16563;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4045;16563;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4121;16563;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4225;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4067;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4858;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4054;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4055;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4068;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
3099;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4020;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4021;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4831;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4145;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4056;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4124;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4125;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4084;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4126;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4823;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4824;16572;27.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4842;16572;27.03.2019;;;40;D+Z;;;бн;;;;;;;;;
4069;16572;27.03.2019;;;30;D+Z;;;бн;;;;;;;;;
4180;16572;27.03.2019;;;40;D+Z;;;бн;;;;;;;;;
4181;16572;27.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4182;16572;27.03.2019;;;50;D+Z;;;бн;;;;;;;;;
4183;16572;27.03.2019;;;50;D+Z;;;бн;;;;;;;;;
4184;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4185;16572;27.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4835;16572;27.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4186;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4023;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4000;16572;27.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4024;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4833;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4834;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4028;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4025;16572;27.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4026;16572;27.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4087;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4088;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4089;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4172;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4090;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4129;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4130;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4093;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4004;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4091;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4092;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4147;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4846;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4847;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4848;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4839;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4101;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4102;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4103;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4047;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4078;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4048;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4049;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4079;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4008;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4031;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4070;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4057;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4032;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4034;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4111;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4112;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4113;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4058;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4036;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4080;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4037;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4220;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4081;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4223;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4157;16572;27.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4852;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4073;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4017;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4825;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4010;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4861;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4074;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4062;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4119;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4224;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4862;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4075;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4077;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4160;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4063;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4064;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4065;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4857;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4018;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4019;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4840;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4841;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4863;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4011;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4826;16572;27.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4120;16572;27.03.2019;;;30;D+Z;;;бн;;;;;;;;;
4222;16572;27.03.2019;;;30;D+Z;;;бн;;;;;;;;;
4066;16572;27.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4014;16572;27.03.2019;;;30;D+Z;;;бн;;;;;;;;;
4217;16572;27.03.2019;;;30;D+Z;;;бн;;;;;;;;;
4045;16572;27.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4121;16572;27.03.2019;;;30;D+Z;;;бн;;;;;;;;;
4122;16572;27.03.2019;;;30;D+Z;;;бн;;;;;;;;;
4830;16572;27.03.2019;;;30;D+Z;;;бн;;;;;;;;;
1168;16584;28.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4125;16589;01.04.2019;;;5;D+Z;;;бн;;;;;;;;;
4052;16589;01.04.2019;;;5;D+Z;;;бн;;;;;;;;;
